x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
2.455,16.305,4.351,0.708,15.319,10.093,33.173,30.9,22.708,38.454
3.637,24.542,6.476,0.923,23.106,15.093,49.412,46.067,33.886,55.9
2.066,13.923,3.825,0.509,12.908,9.207,28.619,25.74,21.279,32.264
2.805,17.636,4.566,0.712,18.271,12.094,35.975,36.091,27.247,41.166
3.441,21.887,5.421,0.871,23.024,14.142,44.637,45.397,31.525,51.644
1.646,12.147,3.313,0.431,10.332,7.224,25.005,20.649,16.596,28.793
1.655,12.905,3.515,0.487,9.788,7.131,26.273,19.995,16.427,30.273
1.022,5.036,0.817,0.122,8.357,4.767,10.492,16.051,10.846,11.498
1.153,7.35,1.716,0.19,8.36,5.46,14.936,16.863,12.66,17.026
2.482,16.265,4.146,0.6,16.377,10.361,33.282,32.676,23.422,37.562
0.964,7.383,2.077,0.298,5.997,4.617,14.978,12.09,10.321,17.084
1.408,7.655,1.417,0.183,9.967,6.451,15.459,19.256,13.802,17.404
2.369,15.305,3.701,0.503,15.444,10.476,30.928,31.127,23.719,34.534
3.265,22.669,5.991,0.951,20.163,13.664,46.025,40.783,31.209,52.827
0.794,5.566,1.447,0.233,5.853,3.81,11.571,11.875,8.524,13.572
2.52,17.28,4.71,0.739,16.066,10.416,35.539,32.115,24.166,40.725
2.86,18.317,4.626,0.762,19.165,11.67,37.624,37.829,25.895,43.172
2.324,17.454,4.754,0.766,13.865,10.135,35.231,28.606,23.213,41.163
3.285,22.693,6.136,0.924,20.932,13.587,45.426,41.522,30.731,52.742
1.672,10.725,2.444,0.323,11.909,6.926,21.764,23.844,15.383,24.326
2.886,18.302,4.444,0.679,19.17,11.631,37.02,37.954,26.283,42.575
0.827,5.714,1.282,0.172,5.403,4.305,12.31,10.974,9.517,13.649
2.374,16.902,4.572,0.71,14.92,10.265,34.771,30.037,23.647,40.722
2.23,13.536,3.003,0.489,15.473,9.126,27.205,30.454,20.662,31.194
1.479,11.651,3.295,0.442,9.161,6.48,24.22,18.539,15.379,27.325
2.525,17.274,4.806,0.647,15.473,10.715,35.5,31.569,24.827,40.948
1.761,13.009,3.602,0.478,10.703,7.218,26.13,22.182,16.417,29.494
3.079,20.486,5.241,0.781,19.966,13.127,41.449,39.888,29.65,47.574
2.231,15.402,4.217,0.564,13.681,8.954,31.266,27.564,20.991,35.952
3.16,20.102,5.291,0.849,20.583,12.654,40.443,40.569,28.565,46.844
1.163,9.437,2.513,0.332,7.146,5.176,19.676,14.663,12.382,22.009
2.243,16.688,4.81,0.688,13.559,9.026,33.824,27.231,20.538,39.215
1.863,10.946,2.246,0.31,12.819,8.151,22.221,24.88,17.802,25.302
2.578,17.917,4.793,0.661,16.176,10.749,36.628,32.855,23.955,42.126
1.299,9.855,2.964,0.354,8.311,5.209,20.523,17.055,12.781,23.579
0.951,4.943,0.877,0.061,7.25,4.094,10.559,14.346,9.413,11.095
1.977,12.468,3.025,0.444,13.482,8.878,25.608,26.378,19.94,28.91
2.267,17.126,4.945,0.708,13.673,10.026,34.92,28.007,23.378,40.84
1.571,10.298,2.363,0.257,10.554,7.221,20.938,21.071,16.451,23.166
2.288,16.75,4.643,0.618,14.255,9.959,33.893,28.88,22.811,39.11
0.454,4.227,1.225,0.122,2.936,2.686,8.471,6.426,6.124,10.081
2.069,16.208,4.756,0.637,12.057,9.096,32.785,25.158,20.886,37.344
0.842,5.311,1.211,0.058,6.113,3.438,11.063,11.7,7.809,12.326
0.342,2.914,0.656,0.048,2.439,1.966,6.622,5.417,5.1,6.992
1.752,13.28,3.875,0.512,10.904,7.204,27.014,21.97,16.873,30.634
1.44,9.832,2.521,0.299,9.428,6.003,20.466,18.825,14.11,23.393
1.794,11.533,2.718,0.346,12.224,7.331,23.814,24.382,16.361,27.033
2.684,16.591,4.264,0.649,17.831,11.053,33.743,35.283,24.456,39.204
3.513,24.452,6.485,0.949,22.614,14.534,49.802,44.472,32.727,57.056
2.331,14.246,3.473,0.516,15.355,9.483,28.689,30.748,21.144,33.299
2.477,16.872,4.636,0.714,15.223,10.856,33.792,31.185,24.053,39.345
1.918,13.635,3.642,0.586,11.796,8.035,28.182,23.912,18.602,32.778
1.927,12.095,2.918,0.395,13.424,8.578,24.943,26.547,19.487,28.214
3.011,17.902,4.202,0.672,20.713,12.199,36.463,40.219,27.491,41.18
0.77,7.661,2.372,0.237,4.272,3.258,16.086,9.527,8.102,18.08
3.086,21.671,5.778,0.848,19.19,12.921,43.761,38.51,29.723,50.257
1.671,9.546,1.975,0.292,12.282,7.482,19.787,23.873,16.014,22.316
0.556,5.093,1.689,0.121,2.858,2.76,10.216,6.404,6.635,11.699
2.219,13.833,3.35,0.431,14.735,9.7,28.002,29.433,21.801,31.36
1.714,9.328,1.974,0.272,12.616,7.481,19.617,24.678,16.343,22.281
1.339,8.193,1.726,0.274,9.627,5.813,16.592,19.396,12.507,18.91
2.002,14.898,3.956,0.642,12.715,8.836,29.907,25.597,20.514,34.86
1.44,10.43,2.719,0.45,8.947,5.952,21.108,18.061,13.961,25.223
2.814,19.859,5.547,0.908,17.838,12.154,40.213,35.947,27.894,46.595
2.387,17.283,4.819,0.775,14.501,9.769,35.184,29.027,22.672,41.013
1.788,11.381,2.97,0.339,11.492,7.62,23.398,22.878,17.102,26.331
2.721,18.333,4.916,0.704,17.572,10.964,37.359,35.131,24.572,42.591
0.752,6.117,1.836,0.239,4.587,3.633,12.35,9.529,8.434,14.698
0.648,4.973,1.504,0.205,4.112,3.338,10.295,8.259,8.302,12.457
2.883,18.212,4.728,0.684,18.394,12.456,37.171,36.705,27.695,42.017
1.61,12.243,3.372,0.417,9.562,6.796,25.203,19.815,15.932,28.974
1.307,7.246,1.223,0.195,9.458,6.157,15.069,19.103,13.559,16.858
2.126,13.493,3.311,0.39,14.625,9.075,27.105,28.702,20.365,30.565
0.968,4.846,0.809,0.099,7.309,4.708,10.329,14.016,10.288,11.31
1.881,10.774,2.177,0.323,13.026,8.286,22.439,26.152,18.482,25.322
3.051,22.451,6.156,0.889,18.378,12.702,44.946,37.238,28.974,52.159
3.061,20.998,5.713,0.942,19.34,12.681,42.65,38.354,28.995,49.526
2.738,16.468,4.082,0.657,18.212,11.769,33.564,35.723,26.23,38.945
1.153,7.334,1.519,0.196,8.198,4.989,14.922,15.915,11.012,16.521
1.618,13.174,3.993,0.526,9.121,7.182,27.011,19.392,17.253,31.399
1.566,9.54,2.374,0.311,11.006,6.824,19.836,21.553,15.139,22.339
2.462,14.819,3.434,0.555,16.711,10.783,30.044,32.974,23.516,34.062
2.116,14.706,3.737,0.536,13.49,8.774,29.977,27.456,20.305,34.715
2.231,14.291,3.582,0.465,15.263,9.089,29.508,29.641,20.692,33.336
3.088,20.396,5.533,0.768,19.875,12.836,41.652,39.793,28.61,47.482
2.806,21.225,6.162,0.887,17.257,11.338,43.1,34.539,26.567,50.049
2.645,18.96,5.25,0.83,16.332,10.792,38.522,32.671,24.342,45.172
3.703,23.451,5.804,0.959,24.156,15.083,47.556,47.943,33.877,55.127
3.263,21.593,5.652,0.911,20.54,13.775,44.014,40.692,31.297,51.315
0.81,4.837,1.183,0.12,5.95,3.964,10.356,12.293,9.37,11.294
0.907,5.871,1.326,0.114,6.648,3.992,11.877,13.326,8.942,13.486
3.401,24.109,6.771,0.997,20.778,14.418,48.592,41.81,32.694,56.154
0.128,2.309,0.905,0.04,0.154,1.379,4.786,1.113,3.331,5.745
2.678,18.504,5.228,0.86,16.35,11.123,37.393,33.449,25.661,43.462
1.564,12.163,3.733,0.466,9.29,6.801,25.041,18.853,16.152,28.53
1.771,10.394,2.147,0.289,12.745,7.358,21.298,25.423,16.246,23.699
2.686,17.905,4.603,0.733,17.371,10.931,36.422,34.591,25.13,41.806
2.327,14.08,3.223,0.472,15.895,10.019,29.028,31.166,22.6,32.765
1.539,9.906,2.295,0.366,10.862,6.243,20.638,21.349,14.464,23.511
0.981,4.968,0.541,0.074,8.235,4.646,10.011,16.053,10.349,11.496
3.285,20.172,5.076,0.821,21.742,13.451,40.809,43.244,29.772,47.114
1.598,11.41,3.176,0.488,10.084,7.008,22.822,20.225,15.65,26.699
2.976,20.011,5.458,0.757,18.4,12.763,40.88,36.735,28.768,46.579
1.985,12.317,3.12,0.371,12.866,8.853,25.038,25.989,19.302,28.125
1.655,9.094,1.885,0.27,12.279,7.17,18.596,24.135,15.784,20.702
2.859,18.599,4.611,0.735,19.116,12,38.05,38.104,26.449,43.554
2.933,20.281,5.559,0.847,17.968,12.599,40.83,36.712,28.34,46.985
2.882,18.985,5.002,0.773,18.318,12.191,38.676,36.753,27.067,44.736
0.694,3.822,0.816,0.097,5.574,3.473,8.129,10.527,8.259,9.781
1.509,10.291,2.562,0.313,9.808,6.992,21.237,19.679,16.116,23.686
0.252,3.991,1.315,0.054,1.554,1.333,8.725,3.816,3.476,9.413
3.256,22.194,6.045,0.996,20.262,13.107,44.516,40.56,30.123,52.124
1.462,8.9,1.994,0.178,9.928,6.155,18.052,19.53,13.426,19.82
2.04,13.091,3.018,0.371,13.348,8.17,26.708,27.09,18.065,30.038
1.418,9.992,2.826,0.359,9.101,6.149,20.927,17.962,13.777,24.136
0.731,7.04,1.945,0.239,4.501,3.129,14.607,9.28,8.118,16.728
0.629,5.006,1.329,0.194,4.216,2.719,10.308,8.717,6.43,12.126
2.687,17.932,4.74,0.722,17.363,11.107,36.7,34.33,25.274,42.183
3.136,22.787,6.632,0.996,18.464,13.286,46.276,37.654,30.708,53.323
2.01,16.407,4.75,0.658,12.066,8.808,32.959,24.804,20.082,38.495
1.363,8.368,1.686,0.19,9.55,6.175,17.69,18.418,13.36,19.744
3.168,20.845,5.663,0.796,20.342,13.295,42.498,40.41,29.918,48.102
2.746,16.176,3.814,0.633,18.461,11.526,33.232,36.892,25.956,38.635
0.192,2.793,1.026,0.06,1.437,0.77,6.448,3.665,2.599,7.109
1.586,13.035,3.702,0.451,9.72,6.414,26.121,20.291,14.846,29.451
1.25,9.019,2.538,0.398,7.919,5.805,18.082,16.596,13.372,21.464
2.277,14.463,3.435,0.457,15.252,9.897,29.839,30.284,22.05,33.612
0.566,4.752,1.513,0.173,3.407,2.96,9.567,7.203,7.629,11.021
1.747,14.139,4.06,0.555,10.623,7.056,28.913,21.573,16.718,33.37
2.678,17.907,4.821,0.676,16.808,11.113,36.544,33.592,25.328,41.396
3.127,20.278,5.425,0.826,19.819,12.798,40.83,39.345,28.562,46.66
3.256,19.843,4.83,0.754,21.862,13.11,39.912,43.139,28.641,45.465
1.026,3.83,0.347,0.038,8.484,5.019,8.631,16.381,10.921,9.122
2.477,18.224,5.109,0.795,15.638,10.75,36.882,31.017,24.573,42.978
2.501,16.905,4.405,0.654,16.405,10.156,34.356,33.051,23.384,39.187
1.947,14.989,4.283,0.605,11.366,8.169,30.145,23.03,19.257,34.792
0.147,2.859,0.814,0.001,0.471,0.848,6.692,1.861,2.172,7.168
0.61,4.774,1.012,0.013,4.788,3.198,10.431,9.128,7.14,11.049
1.046,7.505,1.811,0.147,7.275,4.832,15.502,14.81,11.418,17.053
1.705,9.314,1.612,0.266,12.644,6.957,19.555,24.794,14.91,21.892
0.816,3.435,0.411,0.06,7,3.951,7.22,12.974,8.181,7.677
1.477,8.417,1.946,0.258,10.374,6.761,17.638,20.38,14.67,19.662
0.741,7.137,1.999,0.229,4.538,3.766,14.598,9.683,9.221,16.802
2.871,20.229,5.527,0.824,17.611,11.835,41.289,35.844,27.052,47.67
0.923,6.174,1.702,0.202,5.888,4.334,13.246,12.394,9.672,14.803
3.453,23.07,5.911,0.881,21.883,14.053,46.492,44.099,31.372,52.723
1.262,8.214,1.881,0.214,8.383,5.585,16.843,16.776,13.075,18.898
0.289,3.876,1.224,0.091,2.074,1.592,8.439,4.424,4.24,9.18
2.441,16.876,4.586,0.746,15.65,10.481,34.008,31.484,23.35,39.451
1.625,12.676,3.812,0.504,9.539,6.929,25.779,19.334,16.252,29.888
1.805,13.682,3.821,0.586,11.092,7.252,27.845,22.339,17.006,32.908
1.603,10.02,2.285,0.364,10.895,7.381,20.898,21.929,16.653,24.088
1.96,14.734,4.271,0.553,11.582,8.335,29.929,23.79,19.487,33.93
3.406,20.566,5.031,0.813,22.448,13.643,41.8,44.408,30.374,47.846
1.142,7.019,1.601,0.14,8.263,4.743,14.245,16.365,10.426,15.32
1.132,9.336,2.598,0.268,6.708,5.016,19.427,14.262,11.832,21.904
2.281,15.866,4.5,0.74,14.281,9.708,32.069,28.27,21.907,37.533
1.69,10.092,2.118,0.274,11.84,6.869,20.34,23.495,15.055,23.002
2.272,14.772,3.649,0.597,15.094,10.036,29.724,29.77,22.314,34.521
1.616,11.297,2.728,0.339,10.795,7.329,22.778,21.434,16.897,25.222
0.823,4.018,0.758,0.072,6.414,3.666,9.02,12.494,8.519,10.244
2.285,13.89,3.406,0.499,15.19,10.082,28.663,29.999,22.477,32.886
2.992,17.702,4.321,0.714,20.315,12.621,36.107,39.564,27.418,42.065
3.871,25.585,6.636,0.991,24.678,15.587,51.614,48.962,34.586,59
1.499,8.955,2.125,0.306,10.683,6.921,18.631,21.272,15.626,21.725
1.365,11.257,3.522,0.432,7.681,5.782,22.547,16.414,13.77,25.858
1.71,13.852,3.948,0.548,10.421,6.965,28.47,21.244,16.096,32.487
2.614,16.926,4.308,0.592,16.892,10.785,34.255,33.375,24.068,39.152
1.316,7.417,1.6,0.108,9.915,6.227,15.292,19.753,14.143,17.021
2.863,18.396,4.853,0.722,18.88,11.973,37.475,37.826,26.405,42.876
0.971,7.744,2.23,0.288,5.864,4.05,15.572,12.668,9.471,18.222
2.389,16.932,4.389,0.71,14.984,10.416,34.549,30.48,23.094,40.39
0.967,8.801,2.491,0.265,5.772,4.652,18.19,12.479,10.733,20.982
1.085,8.785,2.681,0.329,6.933,5.041,17.95,14.134,11.788,21.132
0.926,6,1.284,0.154,6.907,4.092,12.067,13.667,8.958,13.541
1.492,10.121,2.563,0.306,9.886,6.355,20.651,19.423,14.557,23.475
3.063,21.302,5.581,0.768,19.299,12.827,42.731,38.953,29.168,49.011
2.508,16.321,4.376,0.574,15.92,10.167,33.012,31.871,23.408,37.327
3.731,23.473,5.872,0.972,24.753,15.164,47.839,49.202,33.405,55.397
3.057,19.203,4.567,0.692,20.665,12.509,38.487,40.703,27.993,44.157
1.481,12.296,3.604,0.491,8.656,6.081,24.721,18.089,14.656,28.851
1.902,13.106,3.445,0.419,12.241,7.922,26.75,24.76,18.474,30.613
2.889,20.884,5.754,0.953,17.606,11.929,42.576,35.598,27.68,49.438
1.175,6.806,1.437,0.144,7.982,5.26,14.138,15.692,11.589,15.592
2.513,15.115,3.312,0.521,17.66,10.144,30.676,34.805,22.623,34.752
2.758,20.334,5.894,0.889,16.497,11.034,41.57,33.141,25.627,48.354
2.881,19.277,4.836,0.724,18.264,12.145,38.601,36.968,27.415,44.287
2.497,17.048,4.491,0.652,15.986,10.391,34.542,32.268,23.447,39.133
1.863,13.95,4.138,0.573,11.636,8.02,28.459,23.104,18.689,32.739
1.017,6.916,1.567,0.185,6.612,4.189,13.867,13.266,9.297,15.18
2.798,16.57,3.885,0.614,19.015,12.085,33.664,37.632,26.295,38.017
1.016,5.495,0.749,0.077,7.401,4.268,11.645,14.838,9.555,13.093
2.116,15.37,4.505,0.668,13.328,9.053,31.14,26.6,21.196,36.656
1.436,8.498,1.906,0.231,9.592,6.262,17.017,19.024,14.089,19.296
0.912,7.079,1.717,0.224,6.042,3.698,14.407,12.419,8.706,16.188
1.045,5.378,1.089,0.079,8.105,5.144,11.421,16.03,11.696,12.096
2.049,13.788,3.473,0.529,12.985,8.596,28.057,26.422,19.093,32.274
1.292,8.108,2.043,0.292,9.238,5.562,17.215,17.786,12.808,19.696
2.483,15.877,3.974,0.535,16.693,10.157,32.392,33.326,23.137,36.28
2.067,13.943,3.457,0.497,13.375,9.176,28.193,26.868,20.828,32.382
2.146,12.239,2.766,0.439,15.19,8.714,24.914,29.472,19.367,28.874
2.065,12.141,2.92,0.41,13.922,8.408,25.231,27.235,18.962,28.924
0.892,6.822,1.909,0.261,5.943,4.088,13.698,11.943,9.738,16.448
1.232,6.593,1.398,0.089,8.85,5.549,13.821,17.788,12.268,14.621
3.25,20.485,4.947,0.807,21.793,13.732,41.87,42.934,30.127,48.496
0.593,5.027,1.611,0.157,4.091,2.504,10.922,8.452,5.843,12.729
3.57,22.477,5.614,0.914,23.52,15.158,45.081,46.409,33.239,52.083
2.027,12.613,2.894,0.447,13.458,8.24,25.673,26.387,18.429,29.453
1.767,11.185,2.84,0.449,11.958,7.104,22.527,23.677,16.573,26.514
1.035,6.849,1.413,0.082,7.236,4.398,13.962,14.898,9.674,15.319
2.93,18.945,5.055,0.696,19.356,12.396,38.357,38.142,27.622,43.739
0.832,6.868,1.729,0.207,5.567,3.939,14.363,10.905,9.548,16.393
0.571,3.248,0.604,0.096,3.992,2.413,6.906,7.867,5.669,8.033
2.818,18.824,4.872,0.722,18.667,11.501,38.463,37.364,26.212,44.232
1.287,9.084,2.533,0.394,8.059,5.901,18.451,16.091,13.217,21.216
1.812,14.637,4.162,0.591,10.858,7.282,29.351,22.036,17.18,34.184
2.503,15.402,3.484,0.513,17.422,10.048,31.03,34.239,21.892,35.525
0.565,2.499,0.162,0.025,4.469,2.309,5.776,9.356,4.812,6.845
2.592,17.59,4.71,0.763,16.515,10.929,36.148,33.475,24.276,41.679
1.77,9.385,1.985,0.266,12.874,7.918,19.06,25.053,16.83,21.346
3.797,24.929,6.34,0.979,24.491,15.248,50.138,48.336,34.577,57.848
3.161,22.722,6.59,0.949,19.229,12.984,45.996,38.602,29.532,53.413
2.298,17.038,4.943,0.726,14.216,9.704,34.92,28.928,21.889,40.661
2.412,16.699,4.638,0.726,15.594,10.509,34.187,31.474,24.151,40.153
1.101,4.964,0.505,0.051,8.363,5.001,10.802,16.046,10.483,11.579
2.364,15.579,4.128,0.594,15.07,10.448,31.7,30.39,23.877,36.451
2.155,17.645,5.178,0.717,12.813,9.193,35.505,26.658,21.375,40.813
0.855,4.371,0.514,0.042,6.34,3.557,9.514,12.288,7.842,9.816
1.486,12.433,3.779,0.486,8.736,6.394,25.025,18.117,15.658,29.172
3.238,21.788,5.964,0.987,20.736,13.372,43.847,40.902,30.162,50.794
0.658,5.25,1.204,0.048,4.791,3.164,10.518,9.359,7.525,11.614
1.868,14.237,4.127,0.579,11.639,7.602,29.033,23.468,17.917,33.15
1.155,6.098,0.921,0.072,9.222,5.398,12.587,17.388,11.986,13.428
1.083,9.418,2.643,0.28,6.626,5.23,19.829,13.862,12.571,22.652
3.031,19.469,4.935,0.702,19.617,12.629,39.538,38.674,28.206,45.336
1.054,7.547,1.934,0.162,7.421,4.615,15.652,15.169,10.945,16.987
2.191,12.868,3.029,0.492,14.883,9.084,26.484,29.198,19.849,30.334
3.29,22.635,6.242,0.955,20.103,14.091,45.391,40.182,31.732,52.39
1.82,13.828,4.157,0.589,10.456,7.605,27.974,21.658,18.279,32.155
2.782,18.146,4.498,0.607,17.79,11.522,37.173,35.438,25.837,41.734
2.668,19.507,5.524,0.868,16.309,10.852,39.136,33.058,24.828,46.056
3.475,23.509,6.308,0.937,21.905,14.003,47.478,43.343,31.631,54.579
0.808,4.916,1.222,0.144,5.408,3.295,10.395,10.553,7.451,11.421
1.107,8.384,2.196,0.277,7.341,4.645,17.46,14.827,11.158,20.222
1.189,7.599,1.633,0.125,8.673,4.989,16.004,17.271,11.074,17.449
2.725,20.896,5.907,0.885,16.677,10.92,42.682,33.415,25.031,49.284
2.787,20.246,5.937,0.827,16.864,11.933,41.305,33.795,26.89,47.347
3.677,24.221,6.387,0.995,23.88,14.98,48.537,47.271,33.22,55.738
2.708,19.643,5.731,0.814,16.624,11.659,39.372,33.753,26.547,45.521
0.603,5.373,1.358,0.119,3.6,3.296,11.373,7.287,7.948,13.13
3.069,21.457,5.733,0.932,19.688,12.624,43.857,39.259,28.769,50.51
0.988,4.769,0.49,0.007,8.083,4.698,10.133,15.165,9.89,10.969
2.422,15.003,3.547,0.538,16.136,10.283,30.909,31.752,23.239,35.46
3.317,21.535,5.626,0.783,21.675,14.2,43.555,42.95,31.911,49.665
2.781,21.459,6.135,0.889,16.149,12.007,43.229,33.335,27.15,50.18
1.701,10.916,2.806,0.305,11.661,7.274,22.787,22.755,16.156,25.257
1.962,16.113,4.649,0.645,11.155,8.267,32.377,23.584,18.926,37
1.266,6.699,1.26,0.125,9.2,5.6,13.531,17.854,12.333,15.135
1.844,13.16,3.658,0.609,11.666,8.224,27.281,23.685,18.553,31.634
1.009,6.516,1.417,0.189,7.423,4.964,13.22,14.451,10.878,15.112
2.028,13.119,3.202,0.439,13.232,8.19,26.714,26.022,18.716,30.695
3.187,23.866,6.729,0.97,19.389,12.769,48.691,38.873,29.771,56.314
0.417,3.219,0.666,0.068,2.963,2.249,7.116,5.706,5.333,7.891
1.357,8.254,2.057,0.205,9.741,5.86,17.399,19.539,12.819,19.115
2.344,13.916,3.125,0.508,16.249,10.285,28.101,31.87,23.129,32.605
1.417,6.909,0.862,0.141,11.145,6.446,14.558,21.269,14.198,16.025
3.658,23.103,5.84,0.934,23.779,14.829,46.262,47.605,33.394,53.646
1.861,14.795,4.258,0.607,11.609,7.913,30.104,23.012,18.361,35.036
2.025,13.807,3.531,0.462,13.326,8.883,27.857,26.482,19.911,31.838
3.229,19.456,4.867,0.802,21.902,13.397,39.635,42.641,29.37,45.297
2.854,18.86,5.021,0.699,17.9,12.358,37.873,36.147,27.897,42.902
2.54,18.587,5.234,0.745,15.937,10.291,37.179,31.777,23.309,42.455
1.691,10.485,2.33,0.325,11.592,7.616,21.778,23.016,16.57,24.63
0.537,5.249,1.753,0.178,2.944,2.157,11.147,6.794,5.422,12.545
0.854,4.556,0.849,0.014,6.188,3.579,9.921,12.547,7.666,10.863
0.756,5.298,1.485,0.107,5.431,3.289,10.6,10.902,8.264,11.663
1.025,7.301,2.066,0.273,6.831,5.091,14.683,14.156,11.482,17.28
1.936,14.151,3.824,0.617,11.773,8.176,28.458,24.101,19.036,33.557
3.246,22.709,6.04,0.948,20.891,13.079,45.652,41.804,29.839,52.373
3.144,20.555,5.451,0.906,20.164,13.231,41.267,40.088,29.815,47.914
3.699,23.387,6.035,0.965,23.802,15.175,47.175,47.001,33.811,54.058
1.759,12.097,2.938,0.338,11.905,7.513,24.592,23.457,17.095,27.202
2.859,17.676,4.358,0.656,18.718,11.781,36.348,37.546,25.757,40.971
1.179,8.571,2.151,0.291,7.608,4.78,17.39,14.963,10.691,20.114
0.972,5.858,1.24,0.151,7.425,4.543,12.162,14.425,10.056,13.962
0.324,3.013,0.656,0.037,2.479,1.642,6.764,5.278,4.536,7.219
1.954,14.021,3.875,0.598,11.989,8.418,29.011,23.956,19.644,33.432
0.537,4.03,0.759,0.028,4.224,2.795,8.244,8.496,6.339,9.135
1.709,10.627,2.488,0.382,11.318,7.206,21.328,22.32,16.474,24.966
3.609,24.693,6.543,0.953,22.685,14.489,49.937,45.152,32.735,57.145
1.103,7.899,2.176,0.222,7.067,4.97,16.064,14.595,11.417,18.225
1.096,8.487,2.293,0.305,6.592,5.209,17.667,13.283,11.684,19.819
3.123,21.21,5.442,0.819,19.737,13.098,43.127,39.364,29.636,49.312
1.763,14.435,4.13,0.578,10.156,7.718,28.874,21.483,17.656,33.317
0.906,4.901,0.991,0.028,6.446,3.806,10.521,13.351,8.277,11.188
3.206,22.007,6.162,0.954,19.957,13.804,44.478,40.458,31.333,51.173
1.68,10.435,2.358,0.312,12.029,6.83,21.793,23.364,15.332,24.957
1.06,6.326,1.523,0.184,7.537,5.031,12.751,15.085,11.566,14.413
0.705,3.977,0.626,0.016,5.642,3.307,8.928,11.075,7.115,9.28
2.052,13.653,3.62,0.524,13.253,8.983,27.62,26.648,19.899,31.328
0.608,5.841,1.916,0.167,3.122,3.191,12.621,7.001,7.912,14.301
3.011,21.244,5.649,0.813,18.629,12.863,42.592,37.048,28.845,48.51
0.488,3.529,0.705,0.003,3.303,2.679,7.592,6.78,6.671,7.862
1.153,6.057,1.177,0.099,8.675,5.193,12.546,17.07,11.198,13.441
2.137,12.492,2.794,0.423,15.052,9.346,25.546,29.777,20.981,29.216
0.031,0.625,0.222,0.006,0.372,0.394,1.254,1.378,1.57,2.215
2.883,17.024,4.049,0.644,19.047,11.956,34.518,38.148,26.003,40.007
2.136,14.277,3.773,0.526,13.622,8.649,29.018,27.623,19.472,32.789
0.948,8.135,2.464,0.249,5.243,4.055,16.636,10.763,9.557,18.475
1.707,10.539,2.289,0.271,11.898,7.676,21.251,23.523,16.561,23.643
0.851,5.061,0.952,0.059,6.524,4.284,10.135,12.752,9.256,10.845
3.787,24.301,6.175,0.96,24.37,15.71,48.782,48.892,34.92,55.504
1.09,6.75,1.416,0.161,7.819,5.33,14.335,15.254,11.953,15.931
2.536,18.69,5.062,0.795,15.462,10.559,37.487,31.459,23.746,43.704
1.817,12.255,3.078,0.415,11.574,8.221,24.756,23.812,18.637,27.952
0.809,5.819,1.269,0.13,5.384,4.04,12.619,10.734,8.72,14.113
0.69,4.184,0.821,0.057,5.289,3.021,8.991,10.59,6.728,9.888
0.598,5.981,1.737,0.197,4.026,2.393,12.665,8.246,5.674,15.016
0.408,2.87,0.564,0.047,3.198,2.466,6.117,6.205,5.758,6.977
2.721,20.367,6.003,0.902,15.791,11.25,40.813,32.383,26.328,48.007
3.315,22.494,5.994,0.837,20.866,13.316,45.57,41.341,30.224,51.496
1.854,14.111,3.851,0.478,11.807,8.182,29.099,23.942,18.356,32.474
1.142,6.442,1.172,0.128,8.913,5.17,13.533,17.693,11.338,14.87
1.665,9.831,2.166,0.341,11.3,7.562,20.507,22.25,16.986,23.806
2.19,13.851,3.186,0.461,14.437,9.255,27.839,28.481,20.974,31.117
1.268,6.998,1.328,0.18,8.93,5.197,14.984,17.501,11.919,16.895
2.41,15.078,3.909,0.521,15.39,9.995,30.158,30.5,22.303,34.041
2.738,19.347,5.27,0.769,16.913,11.545,39.637,33.788,26.096,45.883
3.226,19.572,4.679,0.747,21.343,13.271,39.424,42.427,29.246,45.541
2.769,20.067,5.683,0.865,16.724,11.732,40.896,33.496,26.879,47.883
2.841,20.314,5.47,0.764,17.893,11.825,41.39,35.392,26.997,47.582
2.778,19.57,5.519,0.853,16.843,11.135,39.345,33.706,25.347,46.114
1.373,8.723,1.844,0.268,10.018,5.952,18.377,19.815,13.515,20.909
2.627,18.978,5.256,0.729,16.255,10.69,38.306,32.487,24.326,43.998
2.545,17.376,4.735,0.688,15.848,10.606,35.162,31.603,24.158,40.287
1.483,10.174,2.762,0.351,9.427,6.182,20.631,19.162,14.425,24.018
2.261,16.254,4.638,0.629,13.699,9.622,33.083,28.316,22.268,37.664
1.693,12.084,3.304,0.391,10.742,6.967,24.782,21.912,15.973,27.699
2.123,14.874,3.956,0.514,13.379,9.382,29.762,27.168,21.059,34.081
1.488,9.682,2.458,0.304,10.092,6.505,19.839,20.467,14.399,22.449
3.182,20.026,5.068,0.797,21.127,13.192,40.6,42.229,28.967,46.548
0.951,5.8,1.384,0.108,6.932,4.077,12.049,13.69,9.454,12.943
2.886,19.684,5.171,0.748,18.144,12.234,39.409,36.008,27.178,45.487
3.815,24.512,6.103,0.967,25.12,16.175,49.5,49.762,35.462,56.508
0.931,5.268,0.949,0.157,7.497,3.906,11.372,14.354,8.996,13.421
3.595,22.863,5.663,0.873,23.646,14.931,45.997,46.894,33.396,52.404
2.485,17.23,4.832,0.714,15.193,10.921,34.75,31.026,24.314,40.716
1.737,9.918,2.17,0.349,12.178,7.236,19.912,24.187,15.894,23.342
0.601,6,1.957,0.188,3.122,3.369,12.204,6.748,8.526,14.091
